"","mean","detected","use","feature_symbol","sc3_gene_filter","sc3_4_markers_clusts","sc3_4_markers_padj","sc3_4_markers_auroc","sc3_5_markers_clusts","sc3_5_markers_padj","sc3_5_markers_auroc","sc3_6_markers_clusts","sc3_6_markers_padj","sc3_6_markers_auroc","sc3_7_markers_clusts","sc3_7_markers_padj","sc3_7_markers_auroc","sc3_4_de_padj","sc3_5_de_padj","sc3_6_de_padj","sc3_7_de_padj"
"Tb927.2.3480",12.403125,11.40625,TRUE,"Tb927.2.3480",TRUE,2,1,0.565354641412647,5,3.23223235823081e-05,0.654458101952954,4,3.73168544579819e-06,0.669001057082452,5,3.82057659840711e-06,0.669001057082452,1,0.00238194405978198,0.000394772180994842,0.000704239156589577
"Tb927.2.3580",22.89375,15.9375,TRUE,"Tb927.2.3580",TRUE,2,1,0.554996547301963,5,1,0.568322206276908,4,1,0.564184725158562,5,1,0.564184725158562,1,1,1,1
"Tb927.2.3610",29.8703125,19.21875,TRUE,"Tb927.2.3610",TRUE,2,1,0.556410509355167,5,0.153076077169752,0.620203406751108,4,0.15170155554524,0.622951902748414,5,0.15413139844814,0.622951902748414,0.00839633726316382,0.000763825538669584,0.000264614145900102,0.00147059016967522
"Tb927.2.3620",24.7609375,10.625,TRUE,"Tb927.2.3620",TRUE,1,1,0.536553945249597,2,1,0.543585399661174,4,1,0.542085095137421,5,1,0.542085095137421,1,1,1,1
"Tb927.2.3660",14.515625,9.53125,TRUE,"Tb927.2.3660",TRUE,4,1,0.515365347018573,2,1,0.519174495610658,5,1,0.52983892983893,2,1,0.530564692982456,1,1,1,1
"Tb927.2.370",38.3453125,44.6875,TRUE,"Tb927.2.370",TRUE,1,0.0466397437713467,0.619894598155468,5,0.0138261612293631,0.6878392712298,4,0.022747879323372,0.687466966173362,5,0.0231658193634339,0.687466966173362,5.580174898223e-05,1.52669341032836e-05,3.11166366502267e-14,3.42266527731184e-12
"Tb927.2.3720",3.325,4.84375,TRUE,"Tb927.2.3720",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3730",2.965625,4.0625,TRUE,"Tb927.2.3730",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3750",1.790625,2.34375,TRUE,"Tb927.2.3750",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3780",21.0984375,11.5625,TRUE,"Tb927.2.3780",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.380",21.071875,30.3125,TRUE,"Tb927.2.380",TRUE,1,1.3420268341018e-11,0.703674425413556,1,7.03611063358403e-08,0.714690026954178,6,3.96150576781696e-08,0.703732964645467,6,2.41498181562107e-08,0.729084249084249,1.568751133708e-10,7.79589352277586e-09,2.83009640038452e-09,2.55504135633589e-10
"Tb927.2.3800",14.2359375,12.5,TRUE,"Tb927.2.3800",TRUE,2,1,0.537798822794384,4,1,0.537304571541658,1,1,0.535848595848596,1,1,0.53443287037037,1,1,1,1
"Tb927.2.3880",30.5875,29.84375,TRUE,"Tb927.2.3880",TRUE,3,1,0.621807065217391,5,0.119516273259819,0.655550009359206,4,0.155987899698842,0.656117864693446,5,0.158874337318559,0.656117864693446,1,0.000948728129732488,0.0317472024509787,0.0940394213299038
"Tb927.2.3910",4.384375,5.78125,TRUE,"Tb927.2.3910",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3920",7.503125,6.09375,TRUE,"Tb927.2.3920",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3930",3.23125,4.53125,TRUE,"Tb927.2.3930",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3960",0.0375,0.78125,TRUE,"Tb927.2.3960",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3970",5.7453125,6.40625,TRUE,"Tb927.2.3970",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.3990",22.615625,9.0625,TRUE,"Tb927.2.3990",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.400",7.215625,23.75,TRUE,"Tb927.2.400",TRUE,1,4.96506125054072e-11,0.68546332894159,1,1.28596848314402e-08,0.707232704402516,6,2.12505404530694e-07,0.682480742642702,6,2.55707556283382e-10,0.732991452991453,1.00195823634186e-10,1.57644863482562e-09,1.09475828050435e-09,1.31350041768601e-12
"Tb927.2.4000",16.6328125,8.90625,TRUE,"Tb927.2.4000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4020",2.7984375,2.96875,TRUE,"Tb927.2.4020",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4050",22.275,19.0625,TRUE,"Tb927.2.4050",TRUE,1,1,0.558893280632411,5,0.507803557891391,0.615710987708242,4,1,0.606005549682875,5,1,0.606005549682875,0.769572034867345,0.00590920121487308,0.405978275750921,0.11705626285517
"Tb927.2.4060",30.6109375,10.625,TRUE,"Tb927.2.4060",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4090",18.0703125,9.375,TRUE,"Tb927.2.4090",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4110",25.259375,15.625,TRUE,"Tb927.2.4110",TRUE,1,1,0.54137022397892,1,1,0.553908355795148,6,1,0.559134900256765,3,1,0.538865546218487,1,1,1,1
"Tb927.2.4130",24.090625,10.9375,TRUE,"Tb927.2.4130",TRUE,2,1,0.537798822794384,5,1,0.56467211580458,4,1,0.546115221987315,5,1,0.546115221987315,1,1,1,1
"Tb927.2.4140",16.6515625,9.6875,TRUE,"Tb927.2.4140",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4150",1.7640625,2.03125,TRUE,"Tb927.2.4150",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4160",7.1984375,5.625,TRUE,"Tb927.2.4160",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.420",5.3234375,25.625,TRUE,"Tb927.2.420",TRUE,1,0.852507662914498,0.585419411506368,2,0.443718174141067,0.604131372247035,5,0.000871491109899094,0.674419874419874,7,0.00293447264300312,0.653159436462547,1,1,1.49827137964093e-05,0.000362336741353931
"Tb927.2.4200",23.86875,16.09375,TRUE,"Tb927.2.4200",TRUE,1,0.00359066096306037,0.594993412384717,5,1,0.58501279091533,4,1,0.596458773784355,6,0.0587395222510205,0.606251526251526,0.000171439737126326,2.0087310878942e-06,2.6235587658931e-06,9.20682228179668e-06
"Tb927.2.4210",229.45,35.78125,TRUE,"Tb927.2.4210",TRUE,2,0.00174717574483643,0.628917168129953,5,0.000917959134327075,0.682972483933362,4,0.0162129827993116,0.664772727272727,5,0.0166167544015933,0.664772727272727,1.48313416972872e-06,1.89135628789883e-08,2.82885805296262e-07,4.01566615871285e-07
"Tb927.2.4230",13.428125,12.5,TRUE,"Tb927.2.4230",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4240",9.028125,9.375,TRUE,"Tb927.2.4240",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4280",24.5203125,13.28125,TRUE,"Tb927.2.4280",TRUE,3,1,0.54429347826087,5,1,0.584950396206402,4,0.485498621882137,0.594906183932347,5,0.494513185153158,0.594906183932347,1,1,1,1
"Tb927.2.4330",3.86875,5.15625,TRUE,"Tb927.2.4330",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4340",1.646875,1.5625,TRUE,"Tb927.2.4340",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4370",5.8875,6.25,TRUE,"Tb927.2.4370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4380",2.25625,4.84375,TRUE,"Tb927.2.4380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4390",16.1265625,8.4375,TRUE,"Tb927.2.4390",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4400",49.284375,15.9375,TRUE,"Tb927.2.4400",TRUE,2,1,0.544013679260794,5,1,0.554408186185811,4,1,0.55057478858351,5,1,0.55057478858351,1,1,1,1
"Tb927.2.4410",6.3,11.40625,TRUE,"Tb927.2.4410",TRUE,1,0.330806012249629,0.570794905577514,1,1,0.558355795148248,6,1,0.564467706893146,6,1,0.573699633699634,1,1,1,1
"Tb927.2.4420",17.3875,8.59375,TRUE,"Tb927.2.4420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4440",20.34375,21.5625,TRUE,"Tb927.2.4440",TRUE,1,0.00232927002929168,0.608197921241399,1,0.101437233517592,0.610557053009883,6,0.00328179388658817,0.623898874185266,6,0.017474890045015,0.627203907203907,0.000567341351185422,0.00102424119898952,2.62907974583021e-05,9.78976408077559e-05
"Tb927.2.4445",2.515625,8.75,TRUE,"Tb927.2.4445",TRUE,1,1,0.552305665349144,1,1,0.558445642407907,6,1,0.556270985581671,6,0.770656247122698,0.57020757020757,1,0.133154443637932,0.423304493963319,0.249325571083468
"Tb927.2.4460",16.5640625,9.0625,TRUE,"Tb927.2.4460",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4470",7.4921875,3.59375,TRUE,"Tb927.2.4470",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4480",6.871875,7.1875,TRUE,"Tb927.2.4480",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.450",39.4796875,44.21875,TRUE,"Tb927.2.450",TRUE,1,0.0538994333945714,0.619762845849802,5,1,0.625943719972546,4,1,0.617270084566596,5,1,0.617270084566596,0.000914863953044187,0.275218351619327,1.85808647878188e-06,0.000217974276164412
"Tb927.2.4510",4.0734375,8.75,TRUE,"Tb927.2.4510",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4520",39.5984375,18.90625,TRUE,"Tb927.2.4520",TRUE,1,1,0.564866051822574,5,1,0.569975666063518,4,1,0.567455073995772,5,1,0.567455073995772,0.791019497148039,0.543014774226985,1,1
"Tb927.2.4530",3.73125,5.15625,TRUE,"Tb927.2.4530",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4540",17.2453125,15.15625,TRUE,"Tb927.2.4540",TRUE,1,0.287654232183285,0.567910993997951,5,1,0.578461346477819,6,0.0254737797278466,0.591941536638357,5,1,0.575251057082452,0.0762148611008991,0.00637990793197198,0.00276345653530429,0.0243138795556351
"Tb927.2.4550",28.35625,15.78125,TRUE,"Tb927.2.4550",TRUE,2,1,0.545674262602348,5,4.18845712468955e-05,0.652024708304736,4,5.74305173499628e-05,0.654598308668076,5,5.88570080938764e-05,0.654598308668076,0.134220072634762,1.88831389100362e-06,8.17035345416329e-07,4.26379614706086e-06
"Tb927.2.4560",10.2390625,5.3125,TRUE,"Tb927.2.4560",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4580",40.8078125,20.15625,TRUE,"Tb927.2.4580",TRUE,2,0.203340837545011,0.586531189372267,5,3.96459246238015e-05,0.67713857864853,4,0.000186470037474076,0.672832980972516,5,0.000190978315129056,0.672832980972516,0.0378141985365019,6.4884765681433e-06,5.82641608168127e-05,2.06767313570988e-05
"Tb927.2.4590",4.0703125,13.28125,TRUE,"Tb927.2.4590",TRUE,1,1.86340477191329e-06,0.615385741472698,1,0.300347411492838,0.586163522012579,5,0.216694394693209,0.596614796614797,6,0.0332543692670237,0.603247863247863,6.50134349621186e-05,0.000487223945295482,0.000179733587325748,3.89001868703526e-05
"Tb927.2.460",23.565625,34.21875,TRUE,"Tb927.2.460",TRUE,1,1,0.562889767237593,2,0.468100562127724,0.613526105036193,5,0.0734368343463636,0.653398853398854,7,0.0172126483558061,0.654042869763333,1,0.368182529671776,4.71978666213221e-06,0.0011895369799661
"Tb927.2.4610",16.825,20,TRUE,"Tb927.2.4610",TRUE,1,4.07021127523533e-17,0.702269067486459,1,5.64802724738399e-13,0.72151841868823,6,7.19806373310929e-17,0.733458423859372,6,3.83655146210898e-16,0.754505494505495,2.16973124526218e-15,4.39782515485225e-15,8.81825347369647e-17,3.66206293280353e-18
"Tb927.2.4620",3.8703125,5.15625,TRUE,"Tb927.2.4620",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4650",15.9,9.375,TRUE,"Tb927.2.4650",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4670",3.678125,5.625,TRUE,"Tb927.2.4670",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4680",4.7546875,5.46875,TRUE,"Tb927.2.4680",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.470",13.3703125,38.28125,TRUE,"Tb927.2.470",TRUE,1,1,0.566212853169375,5,0.369953329511812,0.648187433705622,4,1,0.630384513742072,5,1,0.630384513742072,0.0795983812415281,1,0.000262473949647979,0.00433415146339901
"Tb927.2.4700",21.7265625,25.625,TRUE,"Tb927.2.4700",TRUE,1,2.95318794664114e-05,0.639935587761675,2,0.396995701466227,0.602417988603111,5,0.227866887231869,0.626371826371826,7,0.0434828248834887,0.630213418886874,3.33582276263059e-09,1.14660369859251e-08,1.90585651754856e-09,1.21191537027416e-08
"Tb927.2.4710",51.734375,27.5,TRUE,"Tb927.2.4710",TRUE,2,0.000154380928171371,0.635099141757917,5,8.91891722733403e-07,0.717164784426281,4,6.43204466961658e-05,0.69747621564482,5,6.60206879305283e-05,0.69747621564482,1.80203956286671e-06,8.62726120270796e-09,9.1189947510375e-08,1.19144070862244e-06
"Tb927.2.4720",7.225,6.40625,TRUE,"Tb927.2.4720",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4740",0.6078125,3.28125,TRUE,"Tb927.2.4740",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4750",0.934375,5.3125,TRUE,"Tb927.2.4750",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4760",18.665625,26.09375,TRUE,"Tb927.2.4760",TRUE,1,1.67953362931611e-10,0.698214024300981,2,7.43267190562937e-14,0.756661019559526,5,2.21587486124888e-09,0.758203658203658,7,2.01555003880832e-13,0.778095503789464,9.56020665597323e-12,1.30133046271798e-15,1.1390294391455e-12,6.35517368439845e-15
"Tb927.2.4780",7.4265625,6.875,TRUE,"Tb927.2.4780",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4795",13.859375,17.65625,TRUE,"Tb927.2.4795",TRUE,1,4.92704241434759e-17,0.700834431269214,1,6.40815887526024e-06,0.659433962264151,6,1.95703001528039e-08,0.671973138455461,6,2.43839888895106e-05,0.65973137973138,3.89017354520581e-15,6.31593821591118e-11,3.03838215982053e-13,1.5797141515204e-12
"Tb927.2.480",13.121875,26.875,TRUE,"Tb927.2.480",TRUE,1,1.08635747079679e-10,0.689737959303177,1,5.73418301414947e-09,0.718463611859838,6,3.3008421411992e-08,0.69737309895319,6,3.53261676964185e-09,0.72996336996337,2.50181708716461e-10,9.90884763012668e-10,2.34518635469181e-09,2.92804331075865e-10
"Tb927.2.4800",20.0015625,13.4375,TRUE,"Tb927.2.4800",TRUE,1,0.110467488585732,0.57256624213146,1,1,0.566397124887691,6,0.398357006274219,0.576535650799921,6,1,0.572649572649573,1,1,1,1
"Tb927.2.4810",9.696875,9.84375,TRUE,"Tb927.2.4810",TRUE,2,1,0.52326460820098,2,1,0.543623902664408,5,1,0.553262353262353,7,1,0.552471288417724,1,1,1,1
"Tb927.2.4830",9.0296875,8.59375,TRUE,"Tb927.2.4830",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4840",12.7140625,7.34375,TRUE,"Tb927.2.4840",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4850",29.51875,20.3125,TRUE,"Tb927.2.4850",TRUE,1,0.00491459787179643,0.607348850827112,1,0.0749935248111304,0.615588499550764,6,0.000129700529330932,0.644163539403516,6,0.0178420667155035,0.63032967032967,0.00765724922531165,0.012400869383483,0.0001211794404549,0.000622059924257901
"Tb927.2.4870",6.4421875,4.84375,TRUE,"Tb927.2.4870",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4890",0.0078125,0.625,TRUE,"Tb927.2.4890",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.490",2.35,25,TRUE,"Tb927.2.490",TRUE,1,0.240568537620226,0.596105987410335,2,0.337196559651641,0.607846912059141,5,0.0216450579858928,0.652361452361452,7,0.0565754154689862,0.633235690705352,1,1,0.000445727367622931,0.144723129286946
"Tb927.2.4900",0.3109375,2.1875,TRUE,"Tb927.2.4900",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4920",22.1984375,27.96875,TRUE,"Tb927.2.4920",TRUE,1,1.71793123991255e-17,0.752437417654809,2,1.54032322291148e-23,0.831915139380872,5,2.34214362071738e-16,0.834507234507235,7,8.85061137318039e-21,0.844283256614126,9.69843269869183e-21,1.57232384916526e-26,1.32626461676131e-21,8.39572202528351e-25
"Tb927.2.4925",2.4140625,4.21875,TRUE,"Tb927.2.4925",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4930",7.8984375,9.375,TRUE,"Tb927.2.4930",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4950",21.8875,13.28125,TRUE,"Tb927.2.4950",TRUE,1,1,0.539540330844679,2,1,0.547262436470045,5,1,0.543352443352443,7,1,0.572162551727345,1,1,1,1
"Tb927.2.4970",7.14375,8.59375,TRUE,"Tb927.2.4970",TRUE,1,1,0.528824476650564,2,1,0.529839827506546,5,1,0.532951132951133,7,1,0.55326172873948,1,1,1,1
"Tb927.2.4980",13.8890625,8.28125,TRUE,"Tb927.2.4980",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.4990",16.840625,6.71875,TRUE,"Tb927.2.4990",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5000",8.50625,5.78125,TRUE,"Tb927.2.5000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5010",9.2328125,6.40625,TRUE,"Tb927.2.5010",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5020",17.1140625,10.625,TRUE,"Tb927.2.5020",TRUE,2,1,0.526421360691855,5,1,0.563143445435827,4,1,0.557247621564482,5,1,0.557247621564482,1,1,1,1
"Tb927.2.5030",15.4703125,8.125,TRUE,"Tb927.2.5030",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5040",12.103125,9.375,TRUE,"Tb927.2.5040",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5050",15.925,7.5,TRUE,"Tb927.2.5050",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5060",45.2484375,24.0625,TRUE,"Tb927.2.5060",TRUE,1,5.0224860069694e-07,0.642541355584834,1,0.0058092841483217,0.62973944294699,6,2.60463972446027e-07,0.668378431759826,6,0.000161219583749692,0.655921855921856,4.39659273560186e-06,6.50482734752516e-06,6.19132567497091e-08,1.88455964899317e-07
"Tb927.2.5070",8.5359375,4.53125,TRUE,"Tb927.2.5070",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5080",25.2328125,11.40625,TRUE,"Tb927.2.5080",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.510",31.0203125,32.34375,TRUE,"Tb927.2.510",TRUE,1,1.44068982276573e-05,0.653227931488801,1,0.0045541095063091,0.654424977538185,6,0.00084594494136301,0.655085917440253,6,0.000544745446417659,0.675604395604396,3.23303334335104e-05,8.56213670755199e-07,9.42627800124467e-08,2.40950212970131e-08
"Tb927.2.5120",15.075,11.875,TRUE,"Tb927.2.5120",TRUE,1,0.00263053263596788,0.591157956375348,1,0.338362421407983,0.585983827493261,6,7.63460203940397e-05,0.621173217460004,6,0.0360868909278832,0.603516483516484,0.00976081448493028,0.00907545474124537,0.000192546688267348,0.00254270871383948
"Tb927.2.5130",19.5640625,13.125,TRUE,"Tb927.2.5130",TRUE,1,1,0.542951251646904,1,0.0623034021568105,0.592857142857143,6,0.442296526518877,0.575232075844361,6,0.0296672269368812,0.600683760683761,1,0.819990149061549,1,1
"Tb927.2.5140",2.98125,3.4375,TRUE,"Tb927.2.5140",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5150",15.7453125,9.84375,TRUE,"Tb927.2.5150",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5160",115.790625,29.21875,TRUE,"Tb927.2.5160",TRUE,1,7.9214373245412e-06,0.646874542526717,1,4.46480177457765e-08,0.707479784366577,6,2.44543197755251e-09,0.706458621370729,6,5.65511165699395e-08,0.715140415140415,1.01386489736202e-05,7.06769247924559e-10,4.08849847093648e-10,6.69227810104485e-09
"Tb927.2.5180",13.5421875,8.59375,TRUE,"Tb927.2.5180",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5190",17.090625,8.59375,TRUE,"Tb927.2.5190",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5200",15.378125,15,TRUE,"Tb927.2.5200",TRUE,2,1,0.539788234520404,5,1,0.545142571909902,4,1,0.539772727272727,6,1,0.547008547008547,1,1,1,1
"Tb927.2.5210",9.5453125,9.0625,TRUE,"Tb927.2.5210",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5220",11.4828125,7.8125,TRUE,"Tb927.2.5220",TRUE,1,1,0.533347972478407,1,1,0.531109613656783,6,1,0.540292316808216,6,1,0.55035409035409,1,1,1,1
"Tb927.2.5230",15.6140625,7.96875,TRUE,"Tb927.2.5230",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5240",35.35625,13.4375,TRUE,"Tb927.2.5240",TRUE,2,0.310262544670707,0.568527835322745,5,1,0.584513633243901,4,1,0.581791754756871,5,1,0.581791754756871,0.653800783426081,1,1,1
"Tb927.2.5250",10.7796875,7.5,TRUE,"Tb927.2.5250",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5260",6.7734375,8.75,TRUE,"Tb927.2.5260",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5270",53.746875,24.375,TRUE,"Tb927.2.5270",TRUE,2,1,0.537075400348558,5,1,0.578648530604605,4,1,0.568776427061311,3,1,0.606378915202445,1,1,1,1
"Tb927.2.5280",34.7015625,12.03125,TRUE,"Tb927.2.5280",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.2.5290",17.6578125,21.25,TRUE,"Tb927.2.5290",TRUE,1,8.07824791146958e-22,0.761118430683648,2,4.3802467786007e-16,0.760588325889419,5,2.16167791512012e-13,0.785967785967786,7,2.19910382024512e-17,0.796577858371693,1.17934605405844e-21,6.85545825475524e-22,7.69416764694431e-21,1.03708414738269e-22
"Tb927.2.5300",12.065625,21.71875,TRUE,"Tb927.2.5300",TRUE,1,1.55051808160884e-21,0.757341531254575,2,1.37275039401479e-17,0.769020483597721,5,1.10019239928555e-14,0.795358995358995,7,2.06011339457861e-20,0.816431859394615,6.70911795546492e-21,1.56139146388483e-22,3.85209166893868e-22,1.84686766193628e-24
"Tb927.2.5310",8.8953125,21.71875,TRUE,"Tb927.2.5310",TRUE,1,4.53631611718055e-23,0.772302737520129,2,5.90983122384331e-17,0.771176651778839,5,1.36098961383375e-13,0.792519792519793,7,1.87879789817382e-17,0.801924954665923,2.65907807213022e-22,2.20519465701483e-22,1.14363768476625e-21,2.14497003409489e-23
"Tb927.2.5320",8.08125,17.34375,TRUE,"Tb927.2.5320",TRUE,1,3.6036780509316e-20,0.7344751866491,2,4.41328442689882e-14,0.728669336208224,5,3.23590160826555e-12,0.755773955773956,7,6.65412694221981e-17,0.772678662760962,1.2545555491624e-18,1.23044165242981e-18,5.42133613913533e-19,3.76273830919927e-20
"Tb927.2.5330",11.5734375,21.40625,TRUE,"Tb927.2.5330",TRUE,1,1.92040654084056e-20,0.754077001903089,2,2.70675698358018e-15,0.755467426459264,5,2.0635069305744e-11,0.767403767403767,7,5.94179113177681e-19,0.809317896498814,1.02725291770716e-19,3.49395807749274e-19,3.14966830668966e-18,2.35106412413745e-21
"Tb927.2.5340",5.4453125,18.75,TRUE,"Tb927.2.5340",TRUE,1,1.91141386936119e-21,0.748997218562436,2,6.34485017467064e-12,0.719447866933621,5,3.75686512430154e-10,0.743761943761944,7,2.14586649148275e-16,0.777630538894313,1.28743472420784e-20,2.19976031827122e-18,2.01065332787041e-18,7.59934526653808e-21
